"","block.address","Vacant_Pr","Occupied_Pr","NumofBuilding","SURA","Units","YearBuilt","AssessedVa","Aggravated.assault","Arson","Burglary","Larceny","Murder","Robbery","Vehicle.theft","Total"
"100 block gifford pkwy","100 block gifford pkwy",0,1,7,0,1,1960.14285714286,107271.428571429,0,0,7,0,0,0,0,7
"100 block gilbert av","100 block gilbert av",0,1,3,3,1,1954.33333333333,63766.6666666667,0,0,0,0,0,0,0,0
"100 block gilbert st","100 block gilbert st",0.285714285714286,0.714285714285714,7,0,1.28571428571429,1916.71428571429,55942.8571428571,0,0,0,0,0,0,0,0
"100 block giminski dr","100 block giminski dr",0,1,7,0,1.85714285714286,1910,47614.2857142857,0,0,0,0,0,0,0,0
"100 block girard av","100 block girard av",0,1,1,1,1,1950,64200,0,0,0,0,0,0,0,0
"100 block glahn av","100 block glahn av",0.235294117647059,0.764705882352941,17,17,1.17647058823529,1909.05882352941,32864.7058823529,0,0,0,0,0,0,17,17
"100 block glass terr","100 block glass terr",0,1,2,2,2,1922,34000,0,0,0,0,0,0,0,0
"100 block glen av e","100 block glen av e",0,1,4,4,1.75,1907.5,45400,0,0,0,0,0,0,0,0
"100 block glen av w","100 block glen av w",0,1,6,6,1.66666666666667,1953.5,67166.6666666667,0,0,0,12,0,0,0,12
"100 block glenwood av","100 block glenwood av",0.125,0.875,8,8,1.625,1920.625,49687.5,8,0,0,0,0,0,0,8
"100 block goodrich av","100 block goodrich av",0,1,26,0,1,1949.03846153846,89623.0769230769,0,0,0,26,0,0,0,26
"100 block gordon av","100 block gordon av",0,1,12,0,1.83333333333333,1898.66666666667,73341.6666666667,0,0,0,0,0,0,12,12
"100 block gorland av","100 block gorland av",0.0555555555555556,0.944444444444444,18,0,1.44444444444444,1933.22222222222,72122.2222222222,0,0,18,0,0,0,0,18
"100 block grace st","100 block grace st",0.05,0.95,20,20,1.5,1944.85,36550,0,0,20,0,0,0,20,40
"100 block grand av","100 block grand av",0,1,4,4,2,1905,37625,0,4,8,0,0,0,0,12
"100 block granger st","100 block granger st",0,1,1,1,1,1900,20000,1,0,0,0,0,0,0,1
"100 block grant av","100 block grant av",0.25,0.75,4,0,1.75,1908,66050,0,0,4,0,0,0,4,8
"100 block grant blvd","100 block grant blvd",0,1,12,0,1,1921.33333333333,97641.6666666667,0,0,0,0,0,0,0,0
"100 block grassman av","100 block grassman av",0,1,2,2,1,1875,39400,2,0,2,0,0,0,0,4
"100 block gravs st","100 block gravs st",0.166666666666667,0.833333333333333,6,6,2,1908.33333333333,46116.6666666667,0,0,0,0,0,0,0,0
"100 block gray av","100 block gray av",0,1,1,0,1,1950,65000,0,0,0,1,0,0,0,1
"100 block green st","100 block green st",0,1,9,9,2.22222222222222,1919.11111111111,64111.1111111111,0,0,9,9,0,0,9,27
"100 block green st pl","100 block green st pl",0,1,5,5,1,1896,32760,0,0,0,0,0,0,0,0
"100 block greenland dr","100 block greenland dr",0.0606060606060606,0.939393939393939,33,0,1.18181818181818,1921.09090909091,67921.2121212121,0,0,33,33,0,0,0,66
"100 block greenwood pl","100 block greenwood pl",0,1,4,0,1.5,1915.25,81325,0,0,0,0,0,0,0,0
"100 block griffin st","100 block griffin st",0,1,16,16,1,1925,48612.5,0,0,0,16,0,0,0,16
"100 block griffiths st","100 block griffiths st",0.0666666666666667,0.933333333333333,15,15,2.2,1904.26666666667,64580,15,0,0,15,0,45,0,75
"100 block grove st","100 block grove st",0,1,10,10,1,1925.3,45570,0,0,0,0,0,0,10,10
"100 block grumbach av","100 block grumbach av",0,1,11,11,1.63636363636364,1894.63636363636,54809.0909090909,0,0,0,0,0,0,0,0
"100 block guilford rd","100 block guilford rd",0.111111111111111,0.888888888888889,9,0,1,1945.11111111111,128666.666666667,0,0,0,0,0,0,0,0
"100 block haddon rd","100 block haddon rd",0,1,4,0,1,1959.5,98450,0,0,0,0,0,0,0,0
"100 block haffenden rd","100 block haffenden rd",0,1,12,0,1,1933.25,114916.666666667,0,0,0,12,0,0,0,12
"100 block hall av","100 block hall av",0.0344827586206897,0.96551724137931,29,29,1.17241379310345,1931.96551724138,48406.8965517241,0,0,0,0,0,0,0,0
"100 block hampshire rd","100 block hampshire rd",0.0833333333333333,0.916666666666667,12,0,1,1931.58333333333,255175,0,0,0,12,0,0,0,12
"100 block hampton rd","100 block hampton rd",0,1,19,0,1,1927.63157894737,134142.105263158,0,0,0,19,0,0,0,19
"100 block hancock dr","100 block hancock dr",0,1,50,0,1,1951.34,105966,0,0,0,0,0,0,50,50
"100 block harbor st","100 block harbor st",0,1,1,1,1,1925,51000,0,0,0,2,0,0,0,2
"100 block harding pl","100 block harding pl",0.03125,0.96875,32,0,1.03125,1926.96875,74768.75,0,0,0,0,0,0,0,0
"100 block harding st","100 block harding st",0,1,29,0,1,1929.93103448276,60696.5517241379,0,0,0,29,0,0,0,29
"100 block harford rd","100 block harford rd",0,1,23,0,1.08695652173913,1936.86956521739,65595.652173913,0,0,0,0,0,0,0,0
"100 block harold st","100 block harold st",0.0526315789473684,0.947368421052632,19,0,1.21052631578947,1902.73684210526,59010.5263157895,0,0,0,0,0,0,0,0
"100 block harrington rd","100 block harrington rd",0,1,24,0,1,1937.625,148695.833333333,0,0,0,0,0,0,0,0
"100 block hartley st","100 block hartley st",0.0909090909090909,0.909090909090909,11,11,1.09090909090909,1905.90909090909,43100,0,0,0,0,0,0,0,0
"100 block hartson st","100 block hartson st",0.0909090909090909,0.909090909090909,22,22,1.86363636363636,1908.63636363636,46350,44,0,22,44,0,22,0,132
"100 block harvard pl","100 block harvard pl",0,1,6,0,2.66666666666667,1916.66666666667,103300,0,0,0,0,0,0,0,0
"100 block harwood av","100 block harwood av",0,1,34,0,1,1930,63508.8235294118,0,0,0,68,0,0,0,68
"100 block hasbrouck st","100 block hasbrouck st",0,1,5,0,5.4,1937.6,136820,0,0,0,0,0,0,0,0
"100 block hastings pl","100 block hastings pl",0,1,37,0,1.10810810810811,1916.7027027027,71748.6486486487,0,0,0,37,0,0,0,37
"100 block hatch st","100 block hatch st",0.310344827586207,0.689655172413793,29,29,1.3448275862069,1919.75862068966,33579.3103448276,0,0,0,0,0,0,58,58
"100 block hatherley rd","100 block hatherley rd",0,1,19,0,1,1949.89473684211,134415.789473684,0,0,0,0,0,0,0,0
"100 block hawthorne st","100 block hawthorne st",0,1,6,0,1.66666666666667,1914.16666666667,60383.3333333333,0,0,0,0,0,0,0,0
"100 block hayden av","100 block hayden av",0,1,13,13,1.15384615384615,1908.23076923077,62423.0769230769,0,0,0,13,0,0,0,13
"100 block hayes terr","100 block hayes terr",0,1,4,0,1,1963.75,80975,0,0,0,0,0,0,0,0
"100 block hazelhurst av","100 block hazelhurst av",0,1,18,0,1.05555555555556,1935.05555555556,59616.6666666667,0,0,0,0,0,0,0,0
"100 block helen st","100 block helen st",0.1,0.9,10,10,1.8,1907,59250,0,0,10,0,0,0,0,10
"100 block henderson st","100 block henderson st",0,1,7,7,1.42857142857143,1915.71428571429,36542.8571428571,0,0,0,0,0,0,0,0
"100 block hensberry rd","100 block hensberry rd",0,1,20,0,1,1939.5,73360,0,0,0,0,0,0,0,0
"100 block herbert st","100 block herbert st",0.25,0.75,8,8,1.5,1919.375,46100,8,0,0,0,0,0,0,8
"100 block herbst av","100 block herbst av",0.133333333333333,0.866666666666667,15,15,1.06666666666667,1915.66666666667,50933.3333333333,0,0,0,0,0,0,0,0
"100 block herkimer st","100 block herkimer st",0,1,12,12,4,1919.58333333333,101908.333333333,0,0,0,12,0,0,0,12
"100 block herriman st","100 block herriman st",0,1,14,14,1.35714285714286,1933.21428571429,46107.1428571429,0,0,0,14,0,0,0,14
"100 block hertford st","100 block hertford st",0,1,9,0,1,1932.88888888889,116466.666666667,0,0,0,9,0,0,0,9
"100 block herz st","100 block herz st",0,1,9,0,1.11111111111111,1953.11111111111,79655.5555555556,0,0,0,27,0,0,0,27
"100 block hickok av","100 block hickok av",0,1,27,0,1,1928.37037037037,103529.62962963,0,0,0,27,0,0,0,27
"100 block hier av","100 block hier av",0.0714285714285714,0.928571428571429,14,14,1.42857142857143,1898,39292.8571428571,0,0,14,0,0,0,0,14
"100 block high st","100 block high st",0.153846153846154,0.846153846153846,13,13,1,1934.84615384615,57461.5384615385,0,0,0,0,0,0,0,0
"100 block highland av","100 block highland av",0,1,11,11,1.90909090909091,1915.27272727273,89645.4545454545,11,0,0,22,0,0,0,33
"100 block highland pl","100 block highland pl",0.5,0.5,2,2,1.5,1840,34750,0,0,0,0,0,0,0,0
"100 block highland st","100 block highland st",1,0,1,1,3,1905,82000,0,0,0,0,0,0,0,0
"100 block highridge dr","100 block highridge dr",0,1,9,0,1,1967.22222222222,162777.777777778,0,0,0,0,0,0,0,0
"100 block highridge pl","100 block highridge pl",0,1,4,0,1,1969.5,130275,0,0,0,0,0,0,0,0
"100 block hillcrest rd","100 block hillcrest rd",0,1,6,0,1,1953,110600,0,0,0,0,0,0,0,0
"100 block hillsboro pkwy","100 block hillsboro pkwy",0,1,6,0,1,1932.83333333333,128016.666666667,0,0,0,0,0,0,0,0
"100 block hillsdale av","100 block hillsdale av",0,1,32,0,1.125,1923.71875,67365.625,0,0,32,0,0,0,0,32
"100 block hillside st","100 block hillside st",0,1,4,0,1,1917.5,50575,0,0,0,0,0,0,0,0
"100 block hilltop rd","100 block hilltop rd",0,1,7,0,1,1951.28571428571,142857.142857143,0,0,0,0,0,0,0,0
"100 block hilton rd","100 block hilton rd",0,1,4,0,1,1963,92500,0,0,0,0,0,0,0,0
"100 block hixson av","100 block hixson av",0.0666666666666667,0.933333333333333,15,0,1.46666666666667,1915,66913.3333333333,0,0,0,15,0,0,0,15
"100 block hobart av","100 block hobart av",0.0740740740740741,0.925925925925926,27,27,1.07407407407407,1932.25925925926,48711.1111111111,0,0,0,27,0,0,0,27
"100 block hoefler st","100 block hoefler st",0.136363636363636,0.863636363636364,22,22,1.18181818181818,1909.31818181818,41463.6363636364,0,0,0,0,0,0,0,0
"100 block holden st","100 block holden st",0,1,22,22,1.04545454545455,1918.63636363636,45177.2727272727,0,0,0,22,0,0,22,44
"100 block holland st","100 block holland st",0.2,0.8,15,15,2.13333333333333,1941.06666666667,40573.3333333333,15,0,15,0,0,0,0,30
"100 block homecroft rd","100 block homecroft rd",0,1,27,0,1.03703703703704,1929.2962962963,83722.2222222222,0,0,0,0,0,0,0,0
"100 block hood av","100 block hood av",0.0294117647058824,0.970588235294118,34,0,1.26470588235294,1916.61764705882,67494.1176470588,0,0,0,34,0,0,34,68
"100 block hope av","100 block hope av",0.166666666666667,0.833333333333333,30,30,1.46666666666667,1926.63333333333,38795.4666666667,0,0,30,30,0,0,0,60
"100 block hopper rd","100 block hopper rd",0,1,28,0,1,1949.35714285714,66889.2857142857,0,0,0,28,0,0,0,28
"100 block houston av","100 block houston av",0,1,9,0,1.44444444444444,1968.22222222222,95688.8888888889,0,0,0,9,0,0,0,9
