"","block.address","Vacant_Pr","Occupied_Pr","NumofBuilding","SURA","Units","YearBuilt","AssessedVa","Aggravated.assault","Arson","Burglary","Larceny","Murder","Robbery","Vehicle.theft","Total"
"700 block south av","700 block south av",0,1,8,8,1.375,1949.25,46325,0,0,0,8,0,0,0,8
"700 block spring st","700 block spring st",0.0625,0.9375,16,16,1.5625,1908,58943.75,0,0,0,0,0,0,0,0
"700 block stinard av","700 block stinard av",0,1,22,0,1.04545454545455,1946.18181818182,103622.727272727,0,0,0,0,0,0,22,22
"700 block stolp av","700 block stolp av",0,1,4,0,1.25,1890,62575,0,0,0,4,0,0,4,8
"700 block summit av","700 block summit av",0,1,8,0,1,1913.75,58937.5,0,0,0,0,0,0,0,0
"700 block sumner av","700 block sumner av",0,1,9,0,1,1920.88888888889,125022.222222222,0,0,0,27,0,0,0,27
"700 block sunnycrest rd","700 block sunnycrest rd",0,1,3,0,1.33333333333333,1939.33333333333,66200,0,0,0,0,0,0,0,0
"700 block sycamore terr","700 block sycamore terr",0,1,1,0,1,1963,39300,0,0,0,0,0,0,0,0
"700 block tallman st","700 block tallman st",0.142857142857143,0.857142857142857,7,7,1,1991.85714285714,52142.8571428571,0,0,0,0,0,0,0,0
"700 block teall av","700 block teall av",0.111111111111111,0.888888888888889,9,9,2.22222222222222,1914.77777777778,67922.2222222222,0,0,0,0,0,0,0,0
"700 block thurber st","700 block thurber st",0,1,1,0,1,1967,79000,0,0,0,1,0,0,0,1
"700 block tompkins st","700 block tompkins st",0,1,4,0,1.25,1911.5,82550,0,0,0,0,0,0,0,0
"700 block townsend st n","700 block townsend st n",0.666666666666667,0.333333333333333,3,3,1.66666666666667,1888.33333333333,45966.6666666667,0,0,0,3,0,0,0,3
"700 block tully st","700 block tully st",0.166666666666667,0.833333333333333,12,12,1.33333333333333,1894.41666666667,27350,12,0,0,0,0,0,0,12
"700 block turtle st","700 block turtle st",0.2,0.8,10,10,1.6,1909,62260,0,0,0,0,0,0,0,0
"700 block ulster st","700 block ulster st",0.142857142857143,0.857142857142857,14,0,1.57142857142857,1897.5,78821.4285714286,0,0,0,0,0,0,0,0
"700 block valley dr","700 block valley dr",0.125,0.875,8,8,1.625,1923.875,53862.5,8,0,8,0,0,8,0,24
"700 block velasko rd","700 block velasko rd",0,1,6,0,1,1950.33333333333,76850,0,0,0,0,0,0,0,0
"700 block wadsworth st","700 block wadsworth st",0.111111111111111,0.888888888888889,9,0,1.22222222222222,1922.22222222222,70233.3333333333,0,0,0,27,0,0,0,27
"700 block walnut av","700 block walnut av",0,1,1,0,1,1915,5e+05,0,0,0,1,0,0,0,1
"700 block west st s","700 block west st s",0,1,1,1,6,1950,64800,0,0,0,1,0,0,0,1
"700 block westcott st","700 block westcott st",0,1,12,0,2.91666666666667,1917.41666666667,140750,0,0,36,24,0,12,0,72
"700 block westmoreland av","700 block westmoreland av",0,1,16,0,1.125,1948.875,75081.25,0,0,16,16,0,0,0,32
"700 block willis av","700 block willis av",0,1,8,8,1.875,1919.375,66200,0,0,0,0,0,0,0,0
"700 block willow st e","700 block willow st e",1,0,1,1,1,1930,50000,0,0,0,0,0,0,0,0
"700 block winkworth pkwy","700 block winkworth pkwy",0.5,0.5,4,0,1,1970.25,121500,0,0,0,4,0,0,0,4
"700 block winton st","700 block winton st",0.0714285714285714,0.928571428571429,14,14,1.21428571428571,1911.57142857143,51864.2857142857,0,0,0,14,0,0,0,14
"700 block wolcott av","700 block wolcott av",0,1,4,0,1.25,1950,90200,0,0,0,0,0,0,0,0
"700 block wolf st","700 block wolf st",0,1,8,8,1.5,1890,47400,0,0,0,16,0,0,0,16
"800 block ackerman av","800 block ackerman av",0,1,25,0,2.04,1918.88,137024,0,0,25,125,0,0,0,150
"800 block alvord st n","800 block alvord st n",0.25,0.75,12,12,2.58333333333333,1907.75,52658.3333333333,0,0,24,12,0,48,0,84
"800 block avry av","800 block avry av",0,1,23,23,1.43478260869565,1910.60869565217,66930.4347826087,0,0,0,0,0,0,0,0
"800 block ballantyne rd","800 block ballantyne rd",0.111111111111111,0.888888888888889,9,9,1,1941.55555555556,51066.6666666667,0,0,0,0,0,0,0,0
"800 block bear st","800 block bear st",0,1,3,3,1.66666666666667,1927.5,74600,0,0,0,0,0,0,0,0
"800 block belden av w","800 block belden av w",0,1,4,4,3.75,1915,69750,0,0,0,4,0,0,0,4
"800 block bellevue av","800 block bellevue av",0.5,0.5,2,2,8,1920,95500,0,0,0,0,0,0,0,0
"800 block brighton av e","800 block brighton av e",0,1,1,0,597,1972,11043000,0,0,0,3,0,0,0,3
"800 block brighton av w","800 block brighton av w",0,1,1,1,1,1930,49000,0,0,0,0,0,0,0,0
"800 block broad st","800 block broad st",0,1,1,0,1,1970,87900,0,0,0,0,0,0,0,0
"800 block burnet av","800 block burnet av",0,1,7,7,4.71428571428571,1933.42857142857,74400,7,0,0,7,0,0,7,21
"800 block butternut st","800 block butternut st",1,0,1,1,2,1900,40000,4,0,0,2,0,1,1,8
"800 block cadillac st","800 block cadillac st",0,1,13,0,1.07692307692308,1928.61538461538,66946.1538461538,0,0,0,13,0,0,0,13
"800 block caleb av","800 block caleb av",0.25,0.75,4,0,2.5,1948,88475,0,0,0,0,0,0,0,0
"800 block cannon st","800 block cannon st",0,1,1,1,1,1920,51000,0,0,0,0,0,0,0,0
"800 block carbon st","800 block carbon st",0,1,3,3,3,1916.66666666667,78533.3333333333,3,0,0,0,0,0,0,3
"800 block clinton st n","800 block clinton st n",0,1,1,0,0,1920,325000,0,0,0,4,0,0,0,4
"800 block colvin st e","800 block colvin st e",0,1,6,0,1,1924,49500,0,0,0,0,0,0,0,0
"800 block colvin st w","800 block colvin st w",0.2,0.8,5,5,2,1920.2,38440,0,0,0,5,0,0,0,5
"800 block comstock av","800 block comstock av",0,1,8,0,5,1924.875,277037.5,0,0,0,8,0,0,0,8
"800 block coughlin av","800 block coughlin av",0.0833333333333333,0.916666666666667,12,0,1.08333333333333,1951.75,64325,0,0,0,0,0,0,0,0
"800 block court st","800 block court st",0,1,8,8,1.625,1901.75,70362.5,0,0,0,0,0,0,0,0
"800 block crawford av","800 block crawford av",0,1,7,0,1,1945.71428571429,111071.428571429,0,0,0,0,0,0,0,0
"800 block cumberland av","800 block cumberland av",0.0769230769230769,0.923076923076923,13,0,1,1945.46153846154,93676.9230769231,0,0,0,0,0,0,0,0
"800 block danforth st","800 block danforth st",0,1,15,15,2.06666666666667,1891.86666666667,67320,0,0,0,0,0,0,0,0
"800 block darlington rd","800 block darlington rd",0,1,15,0,1.06666666666667,1923.66666666667,65546.6666666667,0,0,0,15,0,0,0,15
"800 block demong dr","800 block demong dr",0,1,3,0,1,1924,137100,0,0,0,0,0,0,0,0
"800 block dewitt st","800 block dewitt st",0,1,18,8,1.11111111111111,1934.05555555556,81105.5555555556,0,0,0,0,0,0,0,0
"800 block division st e","800 block division st e",0.125,0.875,8,8,1.375,1924.625,48262.5,8,0,0,0,0,0,0,8
"800 block emerson av","800 block emerson av",0.0833333333333333,0.916666666666667,12,12,1.5,1913.75,47875,0,0,0,24,0,0,0,24
"800 block emerson av ext","800 block emerson av ext",0,1,3,3,2,1866.66666666667,53666.6666666667,0,0,0,0,0,0,0,0
"800 block euclid av","800 block euclid av",0,1,4,0,3.5,1905.75,146000,0,0,8,4,0,0,0,12
"800 block first north st","800 block first north st",0,1,12,12,2.08333333333333,1904.58333333333,57638.3333333333,12,0,0,0,0,0,0,12
"800 block geddes st n","800 block geddes st n",0,1,2,0,1,1897.5,38000,0,0,2,2,0,0,0,4
"800 block glencove rd","800 block glencove rd",0,1,1,0,1,1955,80500,0,0,0,0,0,0,0,0
"800 block glenwood av","800 block glenwood av",0,1,8,0,1.125,1944.75,82512.5,0,0,0,0,0,0,0,0
"800 block grant blvd","800 block grant blvd",0,1,2,0,1,1950,61500,0,0,0,0,0,0,0,0
"800 block hawley av","800 block hawley av",0.0833333333333333,0.916666666666667,12,12,1.66666666666667,1902.5,51308.3333333333,0,0,0,12,0,0,0,12
"800 block hazelwood av","800 block hazelwood av",0,1,11,0,1,1973.18181818182,79990.9090909091,0,0,0,11,0,0,0,11
"800 block hiawatha blvd e","800 block hiawatha blvd e",0,1,3,0,1,1893.33333333333,39133.3333333333,0,0,0,0,0,0,0,0
"800 block highland st","800 block highland st",0,1,14,14,1.5,1902.35714285714,46464.2857142857,28,14,14,28,0,0,0,84
"800 block james st","800 block james st",0,1,1,1,71,2000,2700000,0,0,1,3,0,1,0,5
"800 block kirkpatrick st","800 block kirkpatrick st",0.230769230769231,0.769230769230769,13,13,2.84615384615385,1920.69230769231,77069.2307692308,0,0,39,0,0,0,13,52
"800 block lafayette av w","800 block lafayette av w",0.0714285714285714,0.928571428571429,14,14,1.07142857142857,1923.71428571429,43564.2857142857,14,0,0,0,0,0,0,14
"800 block lancaster av","800 block lancaster av",0,1,18,0,1.88888888888889,1914.22222222222,135361.111111111,0,0,54,54,0,0,0,108
"800 block lemoyne av","800 block lemoyne av",0.142857142857143,0.857142857142857,7,7,1.42857142857143,1892.85714285714,40342.8571428571,0,0,0,0,0,0,0,0
"800 block livingston av","800 block livingston av",0,1,28,0,1.25,1916.53571428571,142157.142857143,0,0,28,56,0,0,0,84
"800 block maryland av","800 block maryland av",0,1,25,0,1.24,1917.2,105976,0,0,25,0,0,0,0,25
"800 block mcbride st n","800 block mcbride st n",0.111111111111111,0.888888888888889,9,9,1.88888888888889,1884.11111111111,67222.2222222222,0,0,0,18,0,0,0,18
"800 block meadowbrook dr","800 block meadowbrook dr",0,1,5,0,1,1955.8,82420,0,0,0,0,0,0,0,0
"800 block midland av","800 block midland av",0,1,3,3,3.33333333333333,1945,92000,0,0,0,0,0,0,0,0
"800 block milton av","800 block milton av",0,1,16,16,1.75,1916.5625,72812.5,0,0,0,0,0,0,0,0
"800 block northcliff rd","800 block northcliff rd",0,1,1,0,1,1940,52000,0,0,0,0,0,0,0,0
"800 block northway st","800 block northway st",0.0714285714285714,0.928571428571429,14,0,1,1976.64285714286,75350,0,0,0,0,0,0,0,0
"800 block oak st","800 block oak st",0,1,7,7,2.14285714285714,1912.57142857143,53985.7142857143,0,0,0,0,0,0,0,0
"800 block onondaga av","800 block onondaga av",0.0714285714285714,0.928571428571429,14,14,1.57142857142857,1917.57142857143,45278.5714285714,14,0,14,0,0,0,0,28
"800 block onondaga st w","800 block onondaga st w",0.25,0.75,4,3,1.75,1911,51250,0,0,0,0,0,0,0,0
"800 block ostrom av","800 block ostrom av",0,1,16,0,1.4375,1915.3125,159331.25,0,0,0,16,0,0,16,32
"800 block park av","800 block park av",0,1,11,11,1.72727272727273,1944,59500,0,0,0,0,0,0,0,0
"800 block park st","800 block park st",0.08,0.92,25,25,2.52,1910.12,57660,25,0,25,75,0,0,0,125
"800 block pond st","800 block pond st",0.25,0.75,4,4,8.75,1913.75,239250,0,0,12,0,0,0,0,12
"800 block salt springs rd","800 block salt springs rd",0,1,21,0,5.14285714285714,1933.09523809524,150838.095238095,0,0,0,21,0,0,0,21
"800 block seeley rd","800 block seeley rd",0.125,0.875,8,4,1.25,1935.25,67100,0,0,0,0,0,0,0,0
"800 block south av","800 block south av",0.105263157894737,0.894736842105263,19,19,1.94736842105263,1913.68421052632,44078.9473684211,0,19,0,19,0,0,0,38
"800 block spencer st","800 block spencer st",0,1,2,0,3,1895,61000,0,0,0,2,0,0,0,2
"800 block spring st","800 block spring st",0,1,11,11,1.09090909090909,1917,52300,0,0,0,0,0,0,0,0
"800 block stinard av","800 block stinard av",0,1,10,0,1,1926.4,105420,0,0,0,0,0,0,0,0
"800 block stolp av","800 block stolp av",0,1,2,0,1.5,1927.5,60600,0,0,0,0,0,0,0,0
"800 block sumner av","800 block sumner av",0,1,22,0,2,1917.40909090909,146431.818181818,22,0,0,66,0,0,0,88
"800 block tallman st","800 block tallman st",0.181818181818182,0.818181818181818,11,11,1.18181818181818,1960.81818181818,40809.0909090909,11,0,11,0,0,0,0,22
"800 block teall av","800 block teall av",0,1,12,4,1.5,1906.75,58625,0,0,0,24,0,0,0,24
"800 block townsend st n","800 block townsend st n",0,1,12,12,2.41666666666667,1885.41666666667,55350,0,0,0,0,0,12,0,12
"800 block turtle st","800 block turtle st",0,1,15,15,1.8,1918.93333333333,77093.3333333333,15,0,0,15,0,0,0,30
"800 block tyson pl","800 block tyson pl",1,0,1,0,1,1963,85000,0,0,0,0,0,0,0,0
"800 block valley dr","800 block valley dr",0,1,13,13,1.30769230769231,1921.15384615385,57192.3076923077,0,0,0,39,0,0,0,39
"800 block velasko rd","800 block velasko rd",0,1,5,0,1,1955.2,77860,0,0,0,0,0,0,0,0
"800 block vine st","800 block vine st",0,1,3,3,3.33333333333333,1916.66666666667,85666.6666666667,0,0,0,0,0,0,0,0
"800 block wadsworth st","800 block wadsworth st",0,1,16,0,1.125,1923.25,60656.25,16,0,0,0,0,0,0,16
"800 block west st s","800 block west st s",0,1,1,1,5,1940,48000,0,0,0,0,0,0,0,0
"800 block westcott st","800 block westcott st",0,1,11,0,1.72727272727273,1917.72727272727,107000,0,0,0,0,0,0,0,0
"800 block westmoreland av","800 block westmoreland av",0,1,22,0,1.13636363636364,1929.27272727273,96790.9090909091,0,0,0,0,0,0,0,0
"800 block wilbur av s","800 block wilbur av s",0,1,6,6,2.16666666666667,1905.33333333333,45450,6,0,0,0,0,0,0,6
"800 block willis av","800 block willis av",0.2,0.8,10,8,1.3,1901,58060,0,0,0,0,0,0,0,0
"800 block willow st e","800 block willow st e",0,1,1,1,121,1980,7757000,0,0,0,1,0,0,0,1
"800 block winton st","800 block winton st",0,1,3,3,1,1924.33333333333,60100,0,0,0,0,0,0,0,0
"800 block wolf st","800 block wolf st",0.142857142857143,0.857142857142857,7,0,2,1888.57142857143,47871.4285714286,7,0,0,14,0,0,0,21
"900 block ackerman av","900 block ackerman av",0,1,23,0,2.34782608695652,1922.82608695652,150565.217391304,23,0,69,230,0,0,0,322
"900 block alvord st n","900 block alvord st n",0,1,6,6,4,1914.83333333333,90000,0,0,0,0,0,0,0,0
"900 block avry av","900 block avry av",0.0769230769230769,0.923076923076923,26,25,1.34615384615385,1905.38461538462,60684.6153846154,0,0,0,0,0,0,0,0
"900 block ballantyne rd","900 block ballantyne rd",0.125,0.875,8,8,1.25,1932.5,55175,0,0,0,0,0,0,0,0
"900 block belden av w","900 block belden av w",0,1,2,2,5.5,1940,91000,0,0,0,0,0,0,0,0
"900 block bellevue av","900 block bellevue av",0.08,0.92,25,25,1.6,1903.8,62852,50,0,25,50,0,0,0,125
"900 block brighton av e","900 block brighton av e",0,1,10,0,1.3,1937.3,59170,0,0,0,20,0,0,0,20
"900 block broad st","900 block broad st",0,1,2,0,1,1961,106800,0,0,0,0,0,0,0,0
"900 block burnet av","900 block burnet av",0,1,3,3,2.66666666666667,1906.66666666667,69366.6666666667,9,0,3,6,0,0,0,18
"900 block butternut st","900 block butternut st",0.333333333333333,0.666666666666667,6,6,3.33333333333333,1906.66666666667,46866.6666666667,6,0,12,6,0,0,12,36
"900 block cadillac st","900 block cadillac st",0,1,4,0,1.25,1930.75,65275,0,0,0,0,0,0,0,0
"900 block caleb av","900 block caleb av",0,1,4,0,1.75,1915,71725,0,0,0,0,0,0,0,0
"900 block cannon st","900 block cannon st",0,1,3,3,2,1925,37333.3333333333,0,0,0,0,0,0,0,0
"900 block carbon st","900 block carbon st",0,1,9,9,1.66666666666667,1906.88888888889,64288.8888888889,0,0,0,0,0,0,0,0
"900 block coldbrook dr","900 block coldbrook dr",0,1,3,0,1,1939.66666666667,66600,0,0,0,0,0,0,0,0
"900 block colvin st e","900 block colvin st e",0.142857142857143,0.857142857142857,7,0,1,1911.42857142857,64585.7142857143,0,0,0,0,0,0,0,0
"900 block comstock av","900 block comstock av",0,1,17,0,1,1930.17647058824,144294.117647059,0,0,17,17,0,17,0,51
"900 block court st","900 block court st",0,1,5,0,1.6,1905,86580,0,0,0,0,0,0,0,0
"900 block crawford av","900 block crawford av",0,1,15,0,1,1947.6,101786.666666667,0,0,0,0,0,0,0,0
"900 block cumberland av","900 block cumberland av",0,1,19,0,1.05263157894737,1935.47368421053,94157.8947368421,0,0,0,0,0,0,0,0
"900 block danforth st","900 block danforth st",0.0625,0.9375,16,16,1.5625,1886.375,54050,0,0,0,0,0,0,16,16
"900 block darlington rd","900 block darlington rd",0,1,9,0,1,1923.33333333333,64888.8888888889,0,0,0,9,0,0,0,9
"900 block dewitt st","900 block dewitt st",0,1,12,7,1.33333333333333,1935.41666666667,83683.3333333333,0,0,0,24,0,0,0,24
"900 block division st e","900 block division st e",0,1,1,1,2,1970,83000,0,0,0,0,0,0,0,0
"900 block emerson av","900 block emerson av",0.0384615384615385,0.961538461538462,26,25,1.96153846153846,1898.84615384615,57500,0,0,52,78,0,0,0,130
"900 block euclid av","900 block euclid av",0.125,0.875,8,0,1.5,1929.75,111625,0,0,8,0,0,0,0,8
"900 block first north st","900 block first north st",0,1,9,9,2,1913.33333333333,60088.8888888889,0,0,9,9,0,0,0,18
"900 block glencove rd","900 block glencove rd",0.0714285714285714,0.928571428571429,14,0,1.07142857142857,1934,67664.2857142857,0,0,0,14,0,0,0,14
"900 block glenwood av","900 block glenwood av",0,1,3,0,1,1965.33333333333,104166.666666667,6,0,0,18,0,0,0,24
"900 block grant blvd","900 block grant blvd",0,1,4,0,1.25,1926.25,77125,0,0,0,0,0,0,0,0
"900 block hawley av","900 block hawley av",0,1,10,10,2.2,1897.3,58900,0,0,10,10,0,0,0,20
"900 block hazelwood av","900 block hazelwood av",0,1,15,0,1,1965.33333333333,74273.3333333333,0,0,0,0,0,0,0,0
"900 block highland st","900 block highland st",0.0263157894736842,0.973684210526316,38,38,1.60526315789474,1909.21052631579,46476.3157894737,0,38,76,38,0,76,0,228
"900 block james st","900 block james st",0,1,4,4,79,1967,1823250,4,0,8,72,0,4,8,96
"900 block jamesville av","900 block jamesville av",0.142857142857143,0.857142857142857,7,0,1,1955,71585.7142857143,0,0,7,0,0,0,0,7
"900 block kirkpatrick st","900 block kirkpatrick st",0.0263157894736842,0.973684210526316,38,38,1.18421052631579,1896.47368421053,51528.9473684211,0,0,0,76,0,0,0,76
"900 block lafayette av w","900 block lafayette av w",0.0833333333333333,0.916666666666667,24,24,1.08333333333333,1927.125,40154.1666666667,48,0,0,0,0,0,0,48
"900 block lancaster av","900 block lancaster av",0,1,21,0,1.33333333333333,1920.57142857143,122857.142857143,0,0,0,63,0,0,0,63
"900 block lemoyne av","900 block lemoyne av",0.0476190476190476,0.952380952380952,21,0,1.61904761904762,1901.80952380952,53219.0476190476,21,0,0,0,0,0,0,21
"900 block madison st","900 block madison st",0,1,1,0,22,1960,660000,0,0,0,0,0,0,0,0
"900 block maryland av","900 block maryland av",0.0909090909090909,0.909090909090909,11,0,1,1916,93627.2727272727,0,0,0,0,0,0,0,0
"900 block mcbride st n","900 block mcbride st n",0,1,7,7,3,1918.57142857143,53228.5714285714,0,0,0,14,0,7,0,21
"900 block mcbride st s","900 block mcbride st s",0,1,1,1,174,1950,4193500,0,0,0,1,0,0,0,1
"900 block meadowbrook dr","900 block meadowbrook dr",0,1,20,0,1,1952.1,92290,0,0,0,0,0,0,0,0
"900 block mertens av","900 block mertens av",0,1,2,0,1,1948,74000,0,0,0,0,0,0,0,0
"900 block midland av","900 block midland av",0.25,0.75,4,4,1.25,1954.25,45275,0,0,0,4,0,0,0,4
"900 block milton av","900 block milton av",0.0952380952380952,0.904761904761905,21,21,1.76190476190476,1907.95238095238,65100,0,0,0,0,0,0,0,0
"900 block myrtle av","900 block myrtle av",0.1,0.9,10,10,1,1919.4,42360,0,0,0,0,0,0,0,0
"900 block northway st","900 block northway st",0,1,12,0,1.25,1963.91666666667,71725,0,0,0,0,0,0,0,0
"900 block oak st","900 block oak st",0,1,20,20,1.65,1894.5,59637.5,0,0,0,20,0,0,0,20
"900 block onondaga av","900 block onondaga av",0.2,0.8,5,5,1.4,1922.4,41220,5,0,0,0,0,0,5,10
"900 block onondaga st w","900 block onondaga st w",0.285714285714286,0.714285714285714,7,7,1.42857142857143,1909,38771.4285714286,0,0,0,0,0,0,0,0
"900 block park av","900 block park av",0,1,13,13,2.38461538461538,1914.61538461538,62461.5384615385,0,0,0,13,0,0,0,13
"900 block park st","900 block park st",0.222222222222222,0.777777777777778,9,9,1.88888888888889,1907.72222222222,43544.4444444444,0,0,0,0,0,0,9,9
"900 block pond st","900 block pond st",0,1,5,5,31.4,1944.4,1458740,0,0,0,10,0,0,0,10
"900 block rugby rd","900 block rugby rd",0.25,0.75,4,0,1,1934,168250,0,0,0,0,0,0,0,0
"900 block salina st n","900 block salina st n",0,1,1,1,4,1940,70000,0,0,1,0,0,1,0,2
"900 block salt springs rd","900 block salt springs rd",0,1,11,0,1.09090909090909,1926.63636363636,72954.5454545455,0,0,0,0,0,0,11,11
"900 block spring st","900 block spring st",0,1,5,5,1.2,1896,51160,0,0,10,0,0,0,0,10
"900 block state st n","900 block state st n",0,1,1,1,5,1920,74400,0,0,0,1,0,0,0,1
"900 block stolp av","900 block stolp av",0,1,3,0,1,1938.33333333333,62466.6666666667,0,0,0,0,0,0,0,0
"900 block tallman st","900 block tallman st",0.333333333333333,0.666666666666667,3,3,2.33333333333333,1906.66666666667,27333.3333333333,0,0,6,0,0,0,0,6
"900 block teall av","900 block teall av",0.125,0.875,8,4,2.375,1922.375,86237.5,0,0,0,0,0,0,0,0
"900 block townsend st n","900 block townsend st n",0.142857142857143,0.857142857142857,7,7,3,1929.14285714286,58171.4285714286,0,0,7,14,0,0,0,21
